what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127109062
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339127154313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127154331
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339127154336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127163178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127249862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127254410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127254473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127265242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127278631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127280633
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1339127365096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127365116
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.DeviceView",1339127365122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127389429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127390569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127404898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127407886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127425493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339127810924
